"id"	"name"	"description"	"latitude"	"longitude"	"citation"
98	"Twilight drive in"	"Location estimated"	10.30080565	-61.44980314	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
99	"Kay Donna drive in"		10.6341502	-61.41306928	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
100	"Hylight drive in"		10.53380996	-61.41488853	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
101	"Presidente"		10.65140309	-61.44152093	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
102	"Globe"	"Location estimated"	10.2788628	-61.46228853	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
103	"Sunset"	"Location estimated"	10.45215519	-61.44116962	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
104	"Rex"	"Location estimated"	"10.66863468828378, "	-61.48795758	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
105	"Strand"		10.27881657	-61.46272599	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
106	"Prince"		10.27559177	-61.46436556	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
107	"St Madeline"	"Location estimated"	10.26911935	-61.42553389	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
108	"Starlite drive in"	"Location estimated"	10.73710453	-61.55519579	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
109	"Bel Air"	"Location estimated"	10.17009371	-61.67031627	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
110	"Astoria"		10.17060061	-61.67495113	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
111	"41 Buxton Village"		6.772266122	-58.0409587	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
112	"Apollo"		6.22975229	-57.32255906	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
113	"Astor"		6.814198868	-58.16160669	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
114	"Atlantis"		7.107727572	-58.47790716	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
115	"Atma"		6.280156356	-57.5402032	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
116	"Avon"		6.783570967	-58.19162159	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
117	"Capitol"		6.802684709	-58.16415128	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
118	"Colloseum"		6.867902759	-58.30453019	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
119	"Cosmpolitan"		6.229048533	-57.32393227	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
120	"Crescent"		6.126173406	-58.33628747	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
121	"DeLuxe"		6.703486818	-58.16844898	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
122	"Duchess"		6.875060749	-58.30489497	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
123	"Earlo"		6.885477988	-58.31302743	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
124	"Empire"		6.815602301	-58.15951155	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
125	"Gaiety"		6.246904464	-57.51888462	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
126	"Gaiety"		6.807670728	-58.16149558	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
127	"Gaiety"		6.246654289	-57.51789072	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
128	"Gem"		6.762411666	-57.99217001	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
129	"Gemini"		6.606548365	-57.80432949	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
130	"Globe"		6.24686865	-57.51886842	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
131	"Hansa"		6.689154429	-57.91858116	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
132	"Hollywood"		6.809935572	-58.15927915	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
133	"Indramahal"		6.769229284	-58.17632761	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
134	"Jyoti"		6.360550442	-57.58431547	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
135	"Laxhmi Liberty"		6.815273015	-58.14600996	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
136	"London Electric Theatre"		6.24495616	-57.5192664	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
137	"Lotus"		6.231400105	-57.3126376	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
138	"Lyric"		6.829456193	-58.08721081	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
139	"Maya"		5.879633633	-57.14165231	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
140	"Malanie"		6.781433919	-58.00839333	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
141	"Metro"		6.81556591	-58.15949688	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
142	"Metropole"		6.811361669	-58.16230098	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
143	"Metropolitian"		6.407574182	-58.62038613	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
144	"Mohani"		6.995129252	-58.43023099	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
145	"Monarch"		6.865956549	-58.2787058	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
146	"National"		6.750766646	-57.98291646	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
147	"Novelty"		5.869644182	-57.14869042	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
148	"Odeon"		6.200928148	-57.26355314	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
149	"Olympic"		6.809146088	-58.16724175	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
150	"Palladium"		5.87300388	-57.14350553	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
151	"Palm Tree"		6.01307003	-58.30535689	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
152	"Paragon"		7.318568129	-58.48427788	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
153	"Plaza"		6.809245084	-58.1611291	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
154	"Prince of Wales"		6.697046061	-58.19999241	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
155	"Raaz"		7.408249967	-58.59790919	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
156	"Radio City"		5.934378745	-57.14933484	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
157	"RajMah al"		6.407325441	-58.61771285	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
158	"Regal"		6.809792694	-58.19341021	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
159	"Rialto"		6.813714858	-58.14663827	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
160	"Rio"		6.798111477	-58.16328032	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
161	"Ritz"		6.281023756	-57.53960626	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
162	"Rivoli"		6.265384904	-57.51112527	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
163	"Roop Mahal"		6.255247047	-57.35592863	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
164	"Roxy"		6.870879564	-58.28947754	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
165	"Royal"		6.229821617	-57.31371048	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
166	"Saraswatie"		7.273578834	-58.47855098	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
167	"Star"		5.900012723	-57.13658817	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
168	"Star"		6.799304143	-58.16292136	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
169	"Star-Lite"		6.796980477	-58.18490887	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
170	"Star-Lite"		6.820221247	-58.08235523	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
171	"Strand Deluxe"		6.247948288	-57.51841265	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
172	"Strand Deluxe"		6.896540823	-58.32121227	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
173	"Tarla"		6.880848809	-58.31920938	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
174	"Tiffany"		6.86060422	-58.42066347	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
175	"Tivoli"		6.800325165	-58.06790173	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
176	"Vijay"		6.941010007	-58.0665024	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
177	"yollanda"		6.254278388	-57.38540585	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
178	"Yuvindra"		6.923249947	-58.4019703	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
179	"Movietowne"		6.829550854	-58.11363848	"Burns, James. 2025. South Asian film in Trinidad and Guyana. In Panel 24: Beyond Hollywood: Resistant Experiences of Cinema-going in the Caribbean [Conference session]. HoMER 2025 Conference: Cinema and Conflict, Galatasaray University, Istanbul, Turkey"
